date,Open,High,Low,Close,Volume,volatility
5/12/2004,1.6241,1.6248,1.5528,1.6392,4019400,0.903791452
5/13/2004,1.6639,1.714,1.6592,1.6446,2899600,0.905305015
5/14/2004,1.6377,1.6665,1.6226,1.6446,3825000,0.903150762
5/17/2004,1.6163,1.6376,1.5896,1.6186,2569500,0.919936037
5/18/2004,1.6561,1.6871,1.6499,1.6446,1703500,0.925551722
5/19/2004,1.6012,1.6238,1.5546,1.6407,4152300,0.908718667
5/20/2004,1.5967,1.6235,1.5683,1.617,3512400,0.908593206
5/21/2004,1.6057,1.608,1.569,1.6209,2350800,0.907224499
5/24/2004,1.6132,1.6292,1.5919,1.6155,2513500,0.921978907
5/25/2004,1.7518,1.8286,1.7163,1.6859,5677200,0.919183347
5/26/2004,1.7602,1.825,1.7546,1.7203,4371400,0.901961808
5/27/2004,1.703,1.7283,1.6784,1.7256,4637900,0.924069458
5/28/2004,1.844,1.9071,1.8335,1.7929,5316500,0.90841756
6/1/2004,1.8162,1.8602,1.8091,1.7914,2653500,0.906045046
6/2/2004,1.7149,1.7156,1.653,1.7776,5365000,0.921220655
6/3/2004,1.6098,1.6132,1.5267,1.692,5840200,0.906606288
6/4/2004,1.6254,1.629,1.5758,1.6752,5413400,0.913212976
6/7/2004,1.7303,1.7645,1.7101,1.7157,4766300,0.90958001
6/8/2004,1.6654,1.6692,1.6214,1.6851,5125000,0.898711338
6/9/2004,1.5223,1.5244,1.4378,1.6063,4152800,0.906061883
6/10/2004,1.5493,1.5522,1.4956,1.5903,4704300,0.903830657
6/14/2004,1.5004,1.5004,1.4496,1.5406,3539600,0.911868575
6/15/2004,1.5597,1.5795,1.5415,1.5635,3288200,0.914582214
6/16/2004,1.5194,1.5291,1.4941,1.5391,2104800,0.894174985
6/17/2004,1.4859,1.52,1.4562,1.5085,4019800,0.915446932
6/18/2004,1.507,1.545,1.4834,1.5108,4452800,0.90129556
6/21/2004,1.4555,1.4783,1.418,1.484,2221400,0.918109258
6/22/2004,1.5621,1.6061,1.5533,1.5261,3585900,0.900159933
6/23/2004,1.5833,1.6214,1.5793,1.5521,2205500,0.902118768
6/24/2004,1.4852,1.4901,1.4232,1.5383,4922100,0.91982264
6/25/2004,1.5498,1.5697,1.5337,1.5482,2742700,0.89947108
6/28/2004,1.5009,1.506,1.4614,1.5352,2494800,0.907157416
6/29/2004,1.6328,1.6813,1.6263,1.588,3032100,0.906542893
6/30/2004,1.5492,1.5574,1.5147,1.5651,2743900,0.892835189
7/1/2004,1.4088,1.4108,1.3271,1.4932,4213500,0.913080349
7/2/2004,1.4375,1.4391,1.3924,1.4725,2457900,0.887144765
7/6/2004,1.3206,1.3345,1.2436,1.3862,4794900,0.901980833
7/7/2004,1.3824,1.411,1.3651,1.393,2867800,0.936592635
7/8/2004,1.321,1.343,1.2903,1.3502,3583800,0.890610362
7/9/2004,1.2372,1.2379,1.1615,1.2921,9287500,0.892292339
7/12/2004,1.2684,1.3047,1.2576,1.2623,5633700,0.884397734
7/13/2004,1.2427,1.2642,1.2122,1.26,4725900,0.912448589
7/14/2004,1.1928,1.2258,1.1576,1.2042,7513400,0.900606063
7/15/2004,1.1755,1.188,1.1481,1.1958,5094600,0.892989034
7/16/2004,1.0943,1.097,1.0318,1.1606,3872500,0.888586068
7/19/2004,1.1698,1.1789,1.1402,1.1736,3842400,0.897225021
7/20/2004,1.2223,1.2526,1.2103,1.1973,2846200,0.8956023
7/21/2004,1.0405,1.0418,0.9594,1.1247,5111800,0.97362395
7/22/2004,1.1662,1.1907,1.1355,1.1484,4345500,0.894614226
7/23/2004,1.0808,1.0823,1.0379,1.1178,3095800,0.904002111
7/26/2004,1.0431,1.053,0.9917,1.0864,4193400,0.899150347
7/27/2004,1.1719,1.2269,1.1535,1.1224,6582400,0.910389758
7/28/2004,1.0687,1.0723,1.014,1.0941,4209300,0.97023913
7/29/2004,1.2314,1.332,1.2314,1.166,6228000,0.903934037
7/30/2004,1.2071,1.2584,1.2047,1.179,3366300,0.894353146
8/2/2004,1.209,1.2285,1.1886,1.1942,3508200,0.900465043
8/3/2004,1.0688,1.0695,1.0007,1.1323,6179500,0.898898796
8/4/2004,1.1577,1.1819,1.1444,1.1445,4231800,0.879027188
8/5/2004,1.077,1.0877,1.0233,1.1132,7166000,0.913651793
8/6/2004,0.6732,0.6798,0.6198,0.721,42434000,0.897037424
8/9/2004,0.7647,0.7939,0.7498,0.7531,13160100,0.895679719
8/10/2004,0.8275,0.8505,0.8109,0.8127,17099300,0.918185102
8/11/2004,0.7815,0.7867,0.7687,0.789,8031800,0.920769232
8/12/2004,0.7506,0.7527,0.7295,0.7707,5453200,0.922486041
8/13/2004,0.8184,0.8398,0.8128,0.8028,6797500,0.914556891
8/16/2004,0.7967,0.8182,0.7921,0.7951,4431100,0.91982442
8/17/2004,0.8656,0.8981,0.8574,0.8387,6207600,0.914765468
8/18/2004,0.9497,1.0083,0.942,0.8945,7270200,0.913307191
8/19/2004,0.8976,0.9178,0.8899,0.8915,6036700,0.917236517
8/20/2004,1.0053,1.085,1.0018,0.9442,9992000,0.91377371
8/23/2004,0.9649,0.9748,0.9542,0.9649,6666900,0.918763043
8/24/2004,0.8777,0.8777,0.8128,0.9289,7828500,0.924465796
8/25/2004,0.9882,1.0153,0.9699,0.9687,6010900,0.913952647
8/26/2004,0.9764,0.988,0.9702,0.971,5106000,0.91944236
8/27/2004,1.0072,1.0397,1.0065,0.9893,4709400,0.928946095
8/30/2004,0.9261,0.929,0.8959,0.9565,5233800,0.90855673
8/31/2004,0.9451,0.9496,0.9082,0.9526,4892200,0.909381817
9/1/2004,1.0026,1.0498,0.9895,0.971,4931200,0.910754068
9/2/2004,1.0465,1.0916,1.0359,1.0108,6417400,0.923640916
9/3/2004,0.9802,1,0.9718,0.9802,5958800,0.920299763
9/7/2004,0.9372,0.9561,0.9009,0.9618,6061100,0.909426744
9/8/2004,0.9225,0.9313,0.9012,0.9419,6958200,0.912214807
9/9/2004,1.1123,1.2137,1.107,1.036,10827700,0.940399158
9/10/2004,1.1363,1.2063,1.1329,1.0757,8661200,0.911538504
9/13/2004,1.119,1.1644,1.1174,1.0964,8064600,0.924741704
9/14/2004,1.1157,1.1385,1.1071,1.101,5696300,0.906863718
9/15/2004,1.0123,1.0144,0.9724,1.0398,9699200,0.910956672
9/16/2004,1.1006,1.1341,1.0967,1.0788,6750200,0.966579899
9/17/2004,1.1603,1.2048,1.1505,1.1231,8365000,0.913748951
9/20/2004,1.1426,1.1974,1.1284,1.1216,6621900,0.921040688
9/21/2004,1.156,1.1699,1.1422,1.1514,4199200,0.911126929
9/22/2004,1.074,1.0989,1.0454,1.0979,5216000,0.908571302
9/23/2004,1.1048,1.1078,1.0729,1.1078,4822200,0.915146061
9/24/2004,1.0372,1.0386,0.9865,1.0742,3969300,0.901344845
9/27/2004,1.0445,1.0565,1.0153,1.0551,3383500,0.918501609
9/28/2004,1.093,1.1257,1.0827,1.0704,3957000,0.900356545
9/29/2004,1.1238,1.1841,1.1094,1.0964,4476900,0.928693609
9/30/2004,1.1117,1.1385,1.091,1.1101,5164000,0.914576065
10/1/2004,1.198,1.2481,1.1923,1.156,4920100,0.915664443
10/4/2004,1.2083,1.2439,1.202,1.1889,5616100,0.902105658
10/5/2004,1.1553,1.1764,1.1379,1.1621,5276500,0.899972144
10/6/2004,1.1736,1.186,1.1466,1.1667,4154200,0.911435943
10/7/2004,1.1593,1.1854,1.1391,1.1736,6650600,0.910117503
10/8/2004,1.0597,1.0639,1.0032,1.1094,5778500,0.916474075
10/11/2004,1.1109,1.1331,1.091,1.1109,3115400,0.889271302
10/12/2004,1.1167,1.1477,1.0984,1.0949,6893600,0.905970472
10/13/2004,1.0496,1.0631,1.0041,1.088,5606800,0.918455981
10/14/2004,1.0254,1.0369,0.9893,1.0551,4277200,0.906065659
10/15/2004,0.9956,0.9971,0.9416,1.026,10670700,0.903173626
10/18/2004,1.0694,1.1063,1.0606,1.0444,4783100,0.902459326
10/19/2004,1.0078,1.0179,0.9717,1.0375,5154000,0.910902018
10/20/2004,1.0653,1.0857,1.059,1.0497,4501700,0.920980624
10/21/2004,1.0905,1.1221,1.0858,1.0734,8449700,0.9020451
10/22/2004,0.9516,0.9536,0.8891,1.0153,5720500,0.903137155
10/25/2004,1.0315,1.0659,1.0276,1.0199,4409700,0.906728244
10/26/2004,1.095,1.1346,1.0584,1.1078,20464800,0.900494708
10/27/2004,1.1772,1.2393,1.1633,1.1384,8950300,0.88589547
10/28/2004,1.127,1.1484,1.117,1.1262,4679600,0.998796004
10/29/2004,1.0972,1.1123,1.0784,1.1063,6190500,0.899176488
11/1/2004,1.1393,1.1494,1.1253,1.13,5449100,0.898633182
11/2/2004,1.1695,1.218,1.1639,1.1461,9131300,0.89775725
11/3/2004,1.1248,1.1313,1.0879,1.1568,7586300,0.909831342
11/4/2004,1.2016,1.2405,1.1865,1.1782,8296200,0.893802681
11/5/2004,1.3426,1.4222,1.3214,1.3487,32075100,0.893131138
11/8/2004,1.3932,1.4429,1.387,1.3632,5988500,0.896542728
11/9/2004,1.3671,1.3998,1.3664,1.3548,5132800,0.901746389
11/10/2004,1.3563,1.3709,1.3502,1.3548,5382600,0.897919141
11/11/2004,1.4002,1.419,1.3907,1.3816,4225000,0.908584643
11/12/2004,1.365,1.3687,1.333,1.3839,5392300,0.896783382
11/15/2004,1.4398,1.4864,1.4309,1.4045,4470600,0.895062416
11/16/2004,1.3908,1.4059,1.3561,1.3999,3939400,0.894035957
11/17/2004,1.4305,1.4752,1.422,1.4236,5023100,0.902339623
11/18/2004,1.4489,1.4682,1.4195,1.442,4437700,0.898018933
11/19/2004,1.3539,1.3693,1.2545,1.4496,17717100,0.902871281
11/22/2004,1.5301,1.5704,1.518,1.4909,6114900,0.903343785
11/23/2004,1.5156,1.5509,1.5031,1.497,5640800,0.897990467
11/24/2004,1.5108,1.5433,1.507,1.5031,3571500,0.914446158
11/26/2004,1.5269,1.5493,1.5137,1.5184,2923000,0.8982387
11/29/2004,1.4484,1.4586,1.397,1.4886,5869900,0.907297517
11/30/2004,1.4312,1.4326,1.3924,1.4626,4804500,0.924312591
12/1/2004,1.525,1.5511,1.5155,1.4993,4288100,0.894445992
12/2/2004,1.5544,1.6024,1.5424,1.5192,6322100,0.911202901
12/3/2004,1.6145,1.6661,1.609,1.5849,11227600,0.917831957
12/6/2004,1.7299,1.8162,1.6976,1.6606,8087500,0.894566515
12/7/2004,1.7303,1.8786,1.6964,1.744,24392100,0.895459679
12/8/2004,1.7585,1.7843,1.7388,1.7646,7272700,0.914875539
12/9/2004,1.7687,1.8078,1.7389,1.7486,7249700,0.893313444
12/10/2004,1.7753,1.7875,1.7579,1.7822,5440400,0.900528385
12/13/2004,1.7114,1.7337,1.6816,1.7333,6150200,0.88161192
12/14/2004,1.8027,1.8393,1.7995,1.7684,4274900,0.930514161
12/15/2004,1.7833,1.7875,1.7562,1.7845,3606400,0.879372139
12/16/2004,1.7752,1.8319,1.7398,1.8082,12700300,0.901221609
12/17/2004,1.6876,1.6946,1.5965,1.763,10118700,0.888965198
12/20/2004,1.7051,1.7314,1.6583,1.744,7489400,0.880467562
12/21/2004,1.7701,1.7957,1.7266,1.757,7495000,0.888492021
12/22/2004,1.727,1.7351,1.6916,1.7593,3515200,0.910078158
12/23/2004,1.7785,1.8135,1.7699,1.7638,3058100,0.90239476
12/27/2004,1.7097,1.717,1.6629,1.7486,2568400,0.891619871
12/28/2004,1.7265,1.74,1.7069,1.7394,2430100,0.890347154
12/29/2004,1.7756,1.8186,1.7709,1.7547,2456100,0.887751143
12/30/2004,1.7402,1.7546,1.725,1.7478,2165100,0.90051858
12/31/2004,1.83,1.8687,1.8229,1.8013,4799700,0.893038156
1/3/2005,1.7437,1.768,1.6793,1.8028,8889300,0.889455328
1/4/2005,1.6254,1.6281,1.5131,1.718,6585200,0.888802331
1/5/2005,1.7691,1.8264,1.7596,1.734,6040100,0.891558455
1/6/2005,1.6711,1.6906,1.6146,1.7172,4696400,0.892060841
1/7/2005,1.6484,1.6609,1.5891,1.6843,6359100,0.921275418
1/10/2005,1.6904,1.7096,1.6828,1.6882,4829600,0.886168929
1/11/2005,1.601,1.6098,1.5424,1.6362,9111500,0.891743649
1/12/2005,1.5931,1.5975,1.526,1.6224,8815000,0.895982846
1/13/2005,1.6523,1.709,1.6158,1.6392,7489700,0.87702709
1/14/2005,1.6197,1.6234,1.5797,1.6446,4782600,0.906137937
1/18/2005,1.7161,1.767,1.7121,1.6706,3871300,0.889224301
1/19/2005,1.5877,1.5913,1.5378,1.6323,2804100,0.922107442
1/20/2005,1.6737,1.7537,1.6737,1.6362,5334000,0.875310338
1/21/2005,1.64,1.6729,1.6346,1.6392,4969600,0.891706249
1/24/2005,1.5146,1.5323,1.4494,1.5735,3864200,0.888216431
1/25/2005,1.6203,1.6626,1.6094,1.601,3664200,0.877899812
1/26/2005,1.6379,1.6768,1.6113,1.6216,3576000,0.883113816
1/27/2005,1.8884,2.0449,1.8769,1.7516,8357600,0.890362903
1/28/2005,1.7402,1.747,1.6933,1.7493,5592100,0.883947952
1/31/2005,1.741,1.7621,1.7055,1.7524,4691400,0.886128459
2/1/2005,1.8203,1.8641,1.8092,1.7853,4226500,0.892926302
2/2/2005,1.9142,1.9591,1.8597,1.8846,16961700,0.883663585
2/3/2005,1.8648,1.8778,1.8388,1.8648,5751000,0.885758124
2/4/2005,2.0841,2.2088,2.0833,1.9718,6720400,0.880724887
2/7/2005,1.9262,1.9658,1.8873,1.9481,4346900,0.884705371
2/8/2005,1.9991,2.0638,1.9928,1.9672,3798100,0.918442604
2/9/2005,1.827,1.8327,1.7491,1.8984,6531300,0.892908516
2/10/2005,1.9778,2.0237,1.9706,1.9428,5019800,0.914554298
2/11/2005,2.0706,2.16,2.0632,1.9993,4637600,0.879291765
2/14/2005,1.9481,1.9875,1.9315,1.9573,3607500,0.901650068
2/15/2005,1.9795,2.0471,1.9764,1.9749,6237500,0.880895782
2/16/2005,1.9672,1.9955,1.9313,1.968,3887200,0.881571192
2/17/2005,1.907,1.9078,1.85,1.9504,8478400,0.887593902
2/18/2005,2.2244,2.2916,2.1628,2.1614,26101000,0.880189395
2/22/2005,2.2318,2.328,2.2119,2.1889,11840000,0.900210279
2/23/2005,2.0824,2.1082,2.0136,2.1178,9232000,0.892399861
2/24/2005,2.262,2.3572,2.262,2.1736,5795800,0.874880888
2/25/2005,2.2337,2.2744,2.2093,2.205,4376100,0.888477782
2/28/2005,2.2389,2.2623,2.2194,2.2165,6317200,0.877086572
3/1/2005,2.1959,2.2321,2.159,2.2111,6142900,0.874428532
3/2/2005,2.1064,2.1181,2.0548,2.1461,7895500,0.877797028
3/3/2005,2.0936,2.1071,2.0398,2.1171,6344100,0.885670625
3/4/2005,2.0927,2.1108,2.0603,2.1079,4942700,0.880416619
3/7/2005,2.1416,2.1988,2.1269,2.1293,4259800,0.890705588
3/8/2005,1.924,1.9281,1.8187,2.0215,11103200,0.87417538
3/9/2005,1.9298,1.9658,1.8857,1.9687,7584500,0.868807062
3/10/2005,1.9611,1.9786,1.9232,1.968,5744000,0.869564742
3/11/2005,1.8636,1.8665,1.789,1.9236,6101500,0.893798381
3/14/2005,1.9926,2.0158,1.9786,1.9779,4767900,0.883359782
3/15/2005,1.8897,1.9079,1.841,1.9382,3150900,0.878618332
3/16/2005,1.8804,1.9101,1.8551,1.9053,4461300,0.872255783
3/17/2005,1.8613,1.868,1.8322,1.8862,3688200,0.870085667
3/18/2005,1.8076,1.812,1.7351,1.8479,5325100,0.887221888
3/21/2005,1.9902,2.0773,1.9902,1.9114,5453800,0.876400409
3/22/2005,1.8417,1.8587,1.8005,1.877,5191600,0.875844254
3/23/2005,1.9613,2.0197,1.9573,1.9175,6073200,0.875060468
3/24/2005,1.9198,1.9717,1.9168,1.9213,7211300,0.865757744
3/28/2005,1.8661,1.8809,1.8152,1.8999,4259900,0.879968444
3/29/2005,1.819,1.8395,1.7728,1.8579,4895000,0.875923687
3/30/2005,1.8571,1.8831,1.793,1.8579,7155900,0.862743885
3/31/2005,1.7865,1.7991,1.7488,1.8166,4319300,0.889906272
4/1/2005,1.7601,1.7704,1.7118,1.799,4256300,0.896850869
4/4/2005,1.7875,1.7929,1.7471,1.7883,3511900,0.860499582
4/5/2005,1.7254,1.7616,1.6841,1.757,3584400,0.89205295
4/6/2005,1.7776,1.8072,1.7655,1.7837,4728900,0.865352257
4/7/2005,1.8453,1.8935,1.8185,1.8166,4219600,0.86905739
4/8/2005,1.7621,1.8012,1.7281,1.7929,5179500,0.888321872
4/11/2005,1.7108,1.7166,1.6601,1.7577,2736500,0.870687539
4/12/2005,1.8063,1.837,1.7661,1.7791,4268600,0.861978783
4/13/2005,1.6318,1.636,1.5513,1.705,4153400,0.896597915
4/14/2005,1.6738,1.6895,1.6506,1.6912,2934000,0.901082809
4/15/2005,1.5957,1.6074,1.5453,1.6323,5251300,0.852862521
4/18/2005,1.6193,1.6544,1.6102,1.6209,3942500,0.880462798
4/19/2005,1.7078,1.7514,1.6999,1.6774,3045500,0.896141452
4/20/2005,1.5504,1.5601,1.4768,1.6262,4705600,0.917509012
4/21/2005,1.7781,1.8453,1.7616,1.718,4484600,0.85947855
4/22/2005,1.6951,1.7064,1.67,1.7004,2802300,0.87862321
4/25/2005,1.7395,1.7651,1.7309,1.7271,2651400,0.880391375
4/26/2005,1.7111,1.7467,1.668,1.7195,2942900,0.859886771
4/27/2005,1.6334,1.6393,1.5797,1.6537,5077900,0.873437494
4/28/2005,1.6699,1.7032,1.6536,1.6591,3107900,0.871480579
4/29/2005,1.6867,1.7083,1.6186,1.6767,3986300,0.872583727
5/2/2005,1.645,1.6635,1.5953,1.6706,2790900,0.876016802
5/3/2005,1.6508,1.6809,1.6334,1.6614,3662600,0.87231077
5/4/2005,1.7605,1.821,1.7548,1.7141,3906800,0.865576068
5/5/2005,1.7718,1.8182,1.7624,1.7478,5160600,0.862982783
5/6/2005,1.7746,1.7784,1.7339,1.7715,2964400,0.864772559
5/9/2005,1.83,1.8685,1.8189,1.8044,6211100,0.868040104
5/10/2005,1.6879,1.6886,1.6241,1.734,6126000,0.869076041
5/11/2005,1.6676,1.6749,1.6281,1.705,4628500,0.894863477
5/12/2005,1.7807,1.8438,1.7791,1.7424,6963200,0.868614626
5/13/2005,1.974,2.0233,1.8906,1.9366,22086000,0.876513813
5/16/2005,1.9738,2.018,1.973,1.9435,5534200,0.871643014
5/17/2005,1.9984,2.0419,1.9968,1.9649,5331700,0.862300423
5/18/2005,1.9988,2.0229,1.9777,1.9795,4583800,0.87141307
5/19/2005,1.9673,1.9756,1.9369,1.9756,3774000,0.876652833
5/20/2005,2.049,2.0887,2.0252,2.0108,4308400,0.873490044
5/23/2005,2.0908,2.1461,2.0845,2.0574,5863900,0.8636259
5/24/2005,2.1262,2.1747,2.1159,2.0865,4351600,0.866421442
5/25/2005,2.0318,2.0363,1.985,2.0597,4460600,0.86339461
5/26/2005,2.1584,2.2163,2.1544,2.1178,6573200,0.862447121
5/27/2005,2.0866,2.0889,2.0475,2.1041,2689500,0.865756893
5/31/2005,2.0493,2.0665,1.9932,2.072,6359800,0.881492438
6/1/2005,2.1245,2.1979,2.0992,2.0911,6638600,0.860437782
6/2/2005,2.2582,2.351,2.2582,2.1691,5702900,0.87655401
6/3/2005,2.166,2.1859,2.1453,2.1637,4663500,0.856175334
6/6/2005,2.1616,2.2044,2.16,2.1431,4274100,0.860107247
6/7/2005,2.0543,2.0882,2.0107,2.0911,8117800,0.858404795
6/8/2005,2.0531,2.0778,2.0083,2.0765,5156000,0.884026011
6/9/2005,2.2721,2.3868,2.2696,2.1637,5165900,0.871270185
6/10/2005,2.1173,2.1195,2.0813,2.1392,3875800,0.868916748
6/13/2005,2.2335,2.3444,2.2271,2.1866,11749300,0.859116422
6/14/2005,1.9379,1.9725,1.7642,2.0574,20070100,0.852684402
6/15/2005,2.0586,2.0752,1.9843,2.0513,13914900,0.868641515
6/16/2005,2.0736,2.0991,2.0063,2.062,4077000,0.876917955
6/17/2005,2.028,2.0318,1.9942,2.0574,3802900,0.869904109
6/20/2005,2.1206,2.1671,2.0859,2.0888,5050500,0.875884716
6/21/2005,2.1148,2.1309,2.0948,2.1087,3568100,0.897320066
6/22/2005,2.0822,2.0964,2.0329,2.1064,5838900,0.857202613
6/23/2005,2.1766,2.2415,2.1687,2.1392,6974800,0.858808935
6/24/2005,2.0089,2.0096,1.9377,2.0712,3963600,0.857555317
6/27/2005,2.0506,2.0673,2.0285,2.0544,2954900,0.854603905
6/28/2005,2.0724,2.0912,2.0497,2.0674,2185900,0.849090983
6/29/2005,2.0301,2.0353,1.9955,2.0483,2363100,0.875375276
6/30/2005,2.024,2.0427,1.9895,2.0429,4943600,0.867654085
7/1/2005,2.0683,2.0877,2.0426,2.0521,2626400,0.848696098
7/5/2005,2.1152,2.1554,2.1011,2.0842,3237000,0.854144782
7/6/2005,2.1901,2.2509,2.1653,2.14,5863600,0.854324079
7/7/2005,2.1432,2.1782,2.1362,2.1247,3882500,0.852115503
7/8/2005,2.1653,2.1862,2.1374,2.1515,3401100,0.855136773
7/11/2005,2.1967,2.2323,2.1874,2.1836,3329100,0.862823875
7/12/2005,2.1607,2.1668,2.1062,2.1714,4702100,0.850816307
7/13/2005,2.1645,2.1668,2.1183,2.1744,4956500,0.859491156
7/14/2005,1.9653,2.0036,1.8559,2.0781,15595800,0.847475165
7/15/2005,2.0404,2.0468,1.9895,2.0559,10194600,0.903926284
7/18/2005,1.9606,1.9613,1.8977,2.0047,8707500,0.847997282
7/19/2005,2.0476,2.0678,2.0321,2.0322,4315800,0.855769053
7/20/2005,2.1185,2.1847,2.0895,2.0628,4387500,0.850162323
7/21/2005,2.0192,2.0283,1.9692,2.0276,4954400,0.867794544
7/22/2005,1.9141,1.9414,1.8416,1.9749,5827200,0.853244835
7/25/2005,2.0213,2.1203,2.0126,1.9863,8124600,0.851815023
7/26/2005,2.0786,2.134,2.0705,2.0276,6329100,0.873935693
7/27/2005,2.1079,2.1571,2.0721,2.0689,6731900,0.873180646
7/28/2005,2.105,2.1354,2.0762,2.085,3427000,0.848277667
7/29/2005,2.0613,2.0833,2.037,2.0689,2930500,0.853057738
8/1/2005,2.1195,2.1484,2.1055,2.1003,3242000,0.843495887
8/2/2005,2.1549,2.1886,2.1517,2.1285,3522100,0.858339165
8/3/2005,2.1374,2.1663,2.127,2.1285,4318800,0.869890983
8/4/2005,2.1003,2.1094,2.0896,2.1064,2970200,0.846368538
8/5/2005,2.2245,2.2958,2.2155,2.1599,5700800,0.841372797
8/8/2005,2.1607,2.201,2.1386,2.1675,6046200,0.841438302
8/9/2005,2.1538,2.1591,2.1219,2.1622,2432500,0.86024102
8/10/2005,2.0822,2.0852,2.0143,2.1301,3671300,0.837657145
8/11/2005,2.1901,2.2247,2.1689,2.1599,5846300,0.862883108
8/12/2005,2.2929,2.3159,2.2147,2.2899,19128500,0.842635094
8/15/2005,2.3995,2.477,2.3692,2.348,7356700,0.85977689
8/16/2005,2.2908,2.3111,2.2569,2.3082,5312400,0.853827657
8/17/2005,2.3182,2.3568,2.3167,2.3082,5063100,0.8464906
8/18/2005,2.2073,2.2183,2.1572,2.2486,6856100,0.852107198
8/19/2005,2.2128,2.2196,2.1865,2.2325,3518600,0.925285131
8/22/2005,2.1997,2.2352,2.1597,2.2142,4560200,0.841325463
8/23/2005,2.2456,2.2744,2.2379,2.2287,2120500,0.861242165
8/24/2005,2.2464,2.3108,2.2355,2.2302,4288500,0.842253466
8/25/2005,2.2509,2.2686,2.2317,2.2455,2470700,0.844559946
8/26/2005,2.175,2.175,2.1188,2.2111,2695300,0.843610172
8/29/2005,2.2397,2.267,2.2217,2.2149,2861600,0.844972981
8/30/2005,2.3809,2.4764,2.3776,2.2944,7907100,0.839641591
8/31/2005,2.4037,2.4936,2.3964,2.3457,7556700,0.855317517
9/1/2005,2.3541,2.3834,2.3418,2.3464,4640700,0.84895383
9/2/2005,2.2662,2.2663,2.2177,2.3082,3915000,0.843956385
9/6/2005,2.3381,2.3612,2.3026,2.3273,3525800,0.838386582
9/7/2005,2.4813,2.5702,2.4747,2.4015,4900100,0.839018133
9/8/2005,2.4734,2.5486,2.4734,2.4298,5384300,0.839731148
9/9/2005,2.4665,2.4772,2.4266,2.4611,3785300,0.844568679
9/12/2005,2.4421,2.4496,2.4026,2.4527,4638200,0.880208788
9/13/2005,2.6155,2.7204,2.6155,2.5269,7122700,0.841103084
9/14/2005,2.4849,2.5182,2.4622,2.4963,4195400,0.841767796
9/15/2005,2.5468,2.5813,2.5314,2.5406,6331300,0.87599345
9/16/2005,2.5224,2.536,2.4825,2.5422,4331900,0.832889759
9/19/2005,2.4738,2.482,2.4283,2.5062,3569300,0.853675606
9/20/2005,2.5854,2.6449,2.5819,2.5552,4351600,0.845396319
9/21/2005,2.5208,2.5708,2.4867,2.533,5213800,0.837376916
9/22/2005,2.393,2.393,2.2805,2.4649,6159600,0.856274631
9/23/2005,2.5429,2.6077,2.5215,2.5009,2622000,0.829526868
9/26/2005,2.5231,2.5422,2.4779,2.5215,3389800,0.854023879
9/27/2005,2.5276,2.5501,2.5063,2.5299,3368000,0.837868928
9/28/2005,2.5529,2.5675,2.5237,2.5452,2946300,0.840722177
9/29/2005,2.651,2.7068,2.6295,2.598,4278100,0.826650262
9/30/2005,2.6425,2.6884,2.6371,2.6209,3823600,0.833955533
10/3/2005,2.7514,2.8312,2.7458,2.6928,4582400,0.835102365
10/4/2005,2.6304,2.6925,2.5974,2.6576,4287300,0.836345639
10/5/2005,2.4818,2.4818,2.382,2.5697,4993200,0.834431132
10/6/2005,2.5544,2.594,2.4715,2.5605,5712600,0.84270954
10/7/2005,2.4907,2.5156,2.435,2.5276,4599600,0.85892916
10/10/2005,2.3885,2.3929,2.3152,2.4634,3826800,0.861023207
10/11/2005,2.3937,2.4144,2.3278,2.4328,4500400,0.820852202
10/12/2005,2.4984,2.5739,2.4952,2.4619,5480500,0.831551516
10/13/2005,2.4413,2.4451,2.3402,2.4489,4244200,0.84746965
10/14/2005,2.4314,2.4616,2.3742,2.4489,2593800,0.842477245
10/17/2005,2.495,2.5425,2.495,2.4726,2032600,0.828962459
10/18/2005,2.3834,2.3878,2.3202,2.4321,2498600,0.836607384
10/19/2005,2.4222,2.4368,2.3535,2.4114,5299600,0.83165504
10/20/2005,2.4413,2.5055,2.4305,2.4282,2996000,0.829028935
10/21/2005,2.4148,2.4223,2.3714,2.442,2486400,0.852773449
10/24/2005,2.5545,2.6012,2.5315,2.5085,2425100,0.880676527
10/25/2005,2.5579,2.5995,2.5469,2.5246,2789000,0.836099208
10/26/2005,2.3881,2.3932,2.3187,2.4558,3461200,0.833728684
10/27/2005,2.35,2.3573,2.2894,2.4045,1898200,0.832479479
10/28/2005,2.5487,2.6255,2.4856,2.4787,3872000,0.844425747
10/31/2005,2.6439,2.7438,2.6439,2.5651,3603500,0.826991427
11/1/2005,2.5216,2.5594,2.4898,2.5338,3337400,0.850311619
11/2/2005,2.835,3.0018,2.8222,2.6806,4363900,0.834899535
11/3/2005,2.6004,2.6152,2.5319,2.6492,3875600,0.850946648
11/4/2005,2.5583,2.5642,2.4867,2.6041,4752300,0.84500295
11/7/2005,2.5676,2.5763,2.5324,2.5926,3090200,0.831942108
11/8/2005,2.4877,2.4898,2.4211,2.5445,4491400,0.867163273
11/9/2005,2.7736,2.9112,2.7424,2.6591,6824000,0.848211397
11/10/2005,2.3827,2.4343,2.1741,2.5605,20863500,0.827633367
11/11/2005,2.6226,2.6738,2.611,2.6026,4549400,0.832262108
11/14/2005,2.713,2.7887,2.6716,2.6576,4113900,0.825921413
