date,Open,High,Low,Close,Volume,volatility
1/19/2000,0.8557,0.8557,0.8371,0.8674,343100,0.711740087
1/20/2000,0.8555,0.9022,0.8392,0.8649,374100,0.748051169
1/21/2000,0.8482,0.8515,0.82,0.8554,1133900,0.709702236
1/24/2000,0.7563,0.7563,0.6959,0.8171,535300,0.680748958
1/25/2000,0.7995,0.8077,0.7634,0.8101,494000,0.682655463
1/26/2000,0.7445,0.7642,0.7006,0.7766,484300,0.696911665
1/27/2000,0.692,0.692,0.6254,0.7359,954600,0.690651502
1/28/2000,0.7028,0.7074,0.6636,0.7145,405100,0.701903012
1/31/2000,0.6989,0.7142,0.6513,0.7084,380000,0.67635601
2/1/2000,0.741,0.7634,0.7135,0.7252,193700,0.709446036
2/2/2000,0.7625,0.7949,0.7587,0.7454,310500,0.664607564
2/3/2000,0.7458,0.7608,0.7297,0.7575,225500,0.683743972
2/4/2000,0.7692,0.7692,0.7479,0.7753,257700,0.704739314
2/7/2000,0.6795,0.6795,0.6336,0.7275,453100,0.689741742
2/8/2000,0.7795,0.8244,0.7595,0.7623,976700,0.670099667
2/9/2000,0.7719,0.7846,0.7613,0.7814,1227200,0.674424222
2/10/2000,1.0687,1.2318,1.0687,0.9414,2021000,0.684636513
2/11/2000,0.9245,0.9255,0.8295,0.9557,882900,0.744834315
2/14/2000,1.2829,1.4846,1.2704,1.1086,1354400,0.761329337
2/15/2000,1.022,1.023,0.9385,1.0656,938500,0.780989725
2/16/2000,1.1527,1.2318,1.1398,1.1145,2124100,0.889600084
2/17/2000,1.2015,1.2584,1.1911,1.1541,1116200,0.78153476
2/18/2000,1.4585,1.673,1.4477,1.2879,2001800,0.849272143
2/22/2000,1.2568,1.2737,1.2134,1.252,1130200,0.784996693
2/23/2000,1.2812,1.317,1.2652,1.2592,1065400,0.87877289
2/24/2000,1.2284,1.2365,1.1588,1.2472,509000,0.819190867
2/25/2000,1.0958,1.0958,0.9815,1.1696,580700,0.839994263
2/28/2000,1.1587,1.1705,1.1372,1.1612,1078900,0.787440221
2/29/2000,1.2966,1.3905,1.2966,1.2233,637600,0.815316978
3/1/2000,1.1529,1.1529,1.1012,1.1876,799100,0.835493546
3/2/2000,1.0245,1.0245,0.9447,1.1075,398000,0.802046876
3/3/2000,1.1425,1.1721,1.1327,1.1254,570200,0.788347458
3/6/2000,1.104,1.1879,1.0807,1.1182,900200,0.820041487
3/7/2000,1.7747,2.0715,1.7035,1.5924,4067100,0.799410689
3/8/2000,1.6197,1.6484,1.5026,1.6056,1393200,1.003829213
3/9/2000,2.2622,2.8744,2.2556,1.9171,1985300,1.045887819
3/10/2000,2.5227,3.4672,2.5083,2.2555,4502500,1.054506485
3/13/2000,3.9819,5.5821,3.9819,2.8537,5031600,1.177114768
3/14/2000,1.5613,1.5613,1.1363,2.1045,3266200,1.117007605
3/15/2000,1.8063,1.8538,1.5614,2.0184,2074200,1.351293713
3/16/2000,1.5551,1.6093,1.3215,1.8,1563300,1.260373958
3/17/2000,2.0726,2.4106,2.0722,1.9091,1161700,1.381043837
3/20/2000,1.8415,1.9074,1.721,1.9078,761000,1.250546357
3/21/2000,1.7207,1.7362,1.497,1.8135,1118000,1.297628176
3/22/2000,1.8252,1.88,1.7941,1.8265,480400,1.267332926
3/23/2000,1.9091,2.0666,1.9053,1.8588,644600,1.278415349
3/24/2000,1.718,1.7959,1.6003,1.7812,482500,1.265620659
3/27/2000,1.5578,1.608,1.4447,1.6641,810300,1.262614618
3/28/2000,1.4757,1.4922,1.3869,1.5398,819400,1.261677387
3/29/2000,1.3382,1.3692,1.1913,1.4383,978000,1.26492764
3/30/2000,1.4654,1.641,1.4152,1.4299,754000,1.302563105
3/31/2000,1.7069,1.8769,1.6766,1.6148,2006200,1.277797107
4/3/2000,1.3848,1.3894,1.2519,1.4886,687400,1.253659193
4/4/2000,1.3192,1.3497,0.9226,1.4336,1070400,1.295715688
4/5/2000,2.1214,2.7305,2.013,1.7526,1332500,1.268452989
4/6/2000,1.8338,1.9267,1.7466,1.8338,842900,1.368575124
4/7/2000,2.0285,2.1473,1.9735,1.9611,663700,1.31678743
4/10/2000,1.6021,1.6958,1.4064,1.7872,823500,1.25144938
4/11/2000,1.6991,1.8553,1.5623,1.6809,953300,1.289477424
4/12/2000,1.3481,1.3778,1.2018,1.5064,653000,1.227673997
4/13/2000,1.3694,1.4178,1.2778,1.442,652700,1.303738338
4/14/2000,1.281,1.3795,1.1879,1.315,879000,1.27841456
4/17/2000,1.5864,1.8886,1.5864,1.3821,612700,1.304196497
4/18/2000,1.7404,1.9626,1.6893,1.6272,994800,1.238761423
4/19/2000,1.4303,1.4497,1.3031,1.5494,579900,1.333962378
4/20/2000,1.4927,1.5206,1.4254,1.5412,320700,1.295158589
4/24/2000,1.4769,1.5425,1.4114,1.4647,429100,1.312931277
4/25/2000,1.7249,1.8852,1.7211,1.6247,520200,1.235177052
4/26/2000,1.4876,1.5213,1.3741,1.6081,529400,1.315972271
4/27/2000,2.0163,2.36,2.005,1.7394,585400,1.3182114
4/28/2000,1.6426,1.7059,1.5838,1.7036,373000,1.26479465
5/1/2000,1.749,1.7868,1.6981,1.7585,248800,1.286867246
5/2/2000,1.625,1.7201,1.5169,1.6904,487500,1.27465372
5/3/2000,1.6463,1.7,1.4987,1.6629,685800,1.271979333
5/4/2000,1.7074,1.8046,1.6927,1.6832,502500,1.284790871
5/5/2000,1.8501,1.9885,1.825,1.761,355400,1.286880686
5/8/2000,1.6775,1.7382,1.6565,1.6964,385700,1.248149286
5/9/2000,1.6215,1.635,1.5272,1.6725,368400,1.23369359
5/10/2000,1.3728,1.3738,1.2381,1.5077,571000,1.260142839
5/11/2000,1.6163,1.6909,1.5949,1.5721,512300,1.251884126
5/12/2000,1.4387,1.5153,1.3578,1.5243,391300,1.242337596
5/15/2000,1.75,1.9098,1.6644,1.6295,587700,1.277643541
5/16/2000,1.8977,2.0616,1.8763,1.7967,763400,1.226019822
5/17/2000,2.3574,2.7289,2.356,2.1121,2688800,1.327640604
5/18/2000,1.8252,1.8548,1.6806,1.9687,1062300,1.337045332
5/19/2000,1.9925,2.1021,1.9776,1.9515,1085800,1.340940531
5/22/2000,2.2402,2.4132,2.0419,2.0796,1077400,1.255016883
5/23/2000,2.0994,2.3351,2.0657,2.0624,1622000,1.312549139
5/24/2000,2.0111,2.0428,1.721,2.0356,1540900,1.186766646
5/25/2000,1.9494,2.0648,1.8701,2.007,1185800,1.238376807
5/26/2000,2.0165,2.072,1.8923,2.0165,382200,1.226509787
5/30/2000,2.1297,2.2122,2.1199,2.1006,632600,1.261088258
5/31/2000,2.221,2.3529,2.221,2.1561,978200,1.232573906
6/1/2000,2.2383,2.2592,2.1792,2.2421,872900,1.231571521
6/2/2000,2.7632,3.0676,2.7632,2.5154,1233700,1.232531021
6/5/2000,2.6276,2.8195,2.5216,2.5689,1024800,1.277161873
6/6/2000,2.3106,2.3962,2.1753,2.4409,783100,1.299375142
6/7/2000,2.2436,2.2613,2.1251,2.3319,692400,1.288436958
6/8/2000,2.3078,2.3115,2.1768,2.3491,959800,1.202936653
6/9/2000,2.4372,2.5675,2.4003,2.416,973500,1.283649814
6/12/2000,2.2807,2.3004,2.1604,2.3529,791700,1.22784044
6/13/2000,2.5736,2.7329,2.5607,2.4256,933000,1.216430158
6/14/2000,2.3768,2.3897,2.2996,2.4237,573100,1.272037602
6/15/2000,2.5595,2.6345,2.4218,2.4867,705400,1.24899409
6/16/2000,3.307,3.8246,3.3045,2.8633,2058000,1.201531057
6/19/2000,3.2385,3.7132,3.1561,3.041,2192000,1.294861065
6/20/2000,2.9101,2.9442,2.7861,3.0009,1271400,1.273924272
6/21/2000,3.696,4.2076,3.696,3.3048,1281000,1.212194309
6/22/2000,2.9673,3.0293,2.7898,3.1251,1279900,1.244992739
6/23/2000,2.6351,2.6682,2.4512,2.8308,1265400,1.234528028
6/26/2000,3.4839,3.8508,3.4285,3.171,1288100,1.200512084
6/27/2000,2.3595,2.3991,1.9811,2.7238,1259600,1.21228915
6/28/2000,2.4656,2.5588,2.2538,2.6186,2444200,1.286668311
6/29/2000,1.9523,1.9523,1.6678,2.2413,4937000,1.211330118
6/30/2000,2.5161,2.6493,2.3931,2.4298,5038300,1.222658227
7/3/2000,2.2321,2.3018,2.11,2.3369,969500,1.164883883
7/5/2000,1.8692,1.8729,1.6196,2.0857,3241400,1.24694288
7/6/2000,2.3443,2.5696,2.2876,2.2126,2516400,1.183334074
7/7/2000,2.1574,2.1933,2.0495,2.2245,1444000,1.234467778
7/10/2000,2.5028,2.7409,2.4783,2.3392,1463600,1.234792821
7/11/2000,2.7688,3.1755,2.7371,2.528,3147100,1.161447396
7/12/2000,2.5663,2.6617,2.4847,2.5995,1617300,1.232856886
7/13/2000,3.0457,3.2786,3.04,2.8434,1911400,1.215396547
7/14/2000,2.7446,2.7964,2.6043,2.8216,1167500,1.220173729
7/17/2000,2.7184,2.7206,2.639,2.7907,439800,1.212193823
7/18/2000,2.8371,3.0838,2.8371,2.7356,765300,1.185882023
7/19/2000,2.487,2.5051,2.3631,2.5613,789600,1.186938849
7/20/2000,2.704,2.8478,2.6963,2.6305,595800,1.228745169
7/21/2000,2.6908,2.7687,2.6518,2.6641,1049700,1.207591381
7/24/2000,2.1238,2.139,1.8574,2.3797,1171300,1.225852867
7/25/2000,2.2243,2.2415,2.1041,2.3464,1397100,1.1804484
7/26/2000,2.01,2.01,1.8054,2.1717,1583600,1.208014106
7/27/2000,1.934,1.9604,1.8285,2.0165,1381500,1.239206044
7/28/2000,2.1033,2.2993,1.9842,2.0643,2136100,1.17330663
7/31/2000,2.4144,2.547,2.2873,2.2937,1546800,1.235182728
8/1/2000,2.2036,2.222,2.1441,2.2482,1460900,1.200795701
8/2/2000,2.3728,2.4943,2.3343,2.2937,1439300,1.17996349
8/3/2000,2.7769,3.2911,2.7769,2.3942,1536100,1.18482454
8/4/2000,2.4226,2.4555,2.3705,2.437,811600,1.181616026
8/7/2000,2.8149,3.0394,2.8039,2.6282,1028900,1.190395976
8/8/2000,2.5708,2.7142,2.5613,2.5708,533800,1.193992334
8/9/2000,2.3889,2.404,2.255,2.4944,567700,1.21046178
8/10/2000,2.6121,2.7658,2.5609,2.5231,651800,1.187141784
8/11/2000,2.4005,2.4186,2.228,2.4634,549700,1.18021799
8/14/2000,2.4799,2.5038,2.3944,2.4871,452400,1.213866018
8/15/2000,2.9641,3.2869,2.9555,2.7218,1847200,1.161153936
8/16/2000,2.7141,2.7141,2.6081,2.7907,1109300,1.215906576
8/17/2000,2.9374,3.0496,2.9272,2.8434,540900,1.198489983
8/18/2000,3.0604,3.2183,3.0555,2.9436,853000,1.180592217
8/21/2000,2.9284,2.979,2.8253,2.9891,1935300,1.169175619
8/22/2000,2.5857,2.6422,2.4462,2.7069,2745300,1.184478992
8/23/2000,3.0806,3.318,3.017,2.8648,1470000,1.154894509
8/24/2000,3.0376,3.1677,2.9817,2.9413,1385900,1.175387515
8/25/2000,2.8245,2.8847,2.7689,2.8671,637700,1.224358686
8/28/2000,3.0854,3.2336,3.0494,2.9818,788600,1.14601468
8/29/2000,2.9555,2.9627,2.9061,2.9745,622400,1.197709809
8/30/2000,3.0617,3.166,3.0295,3.0009,742000,1.155677527
8/31/2000,3.0227,3.1293,2.9636,3.0345,1620400,1.150489725
9/1/2000,2.9829,3.0105,2.8956,3.0391,850600,1.133050982
9/5/2000,2.9786,2.9808,2.8937,3.0441,1025600,1.143036721
9/6/2000,2.6279,2.6279,2.4162,2.8338,958900,1.129903364
9/7/2000,3.1011,3.2247,2.9725,2.9868,999000,1.130494574
9/8/2000,2.6734,2.7339,2.5349,2.8098,927700,1.158545806
9/11/2000,2.6186,2.6344,2.445,2.6951,1191200,1.17402305
9/12/2000,2.6593,2.7984,2.6005,2.6783,524900,1.157614389
9/13/2000,2.6829,2.7332,2.6253,2.6771,999900,1.169094015
9/14/2000,2.6146,2.7305,2.5447,2.6523,901400,1.114319828
9/15/2000,2.7842,2.9004,2.764,2.71,1010800,1.114005351
9/18/2000,2.397,2.4118,2.2263,2.5517,681200,1.138120534
9/19/2000,2.8419,3.0789,2.8111,2.6305,1254600,1.116752277
9/20/2000,2.53,2.5795,2.4756,2.5445,948200,1.116289656
9/21/2000,2.7472,2.9061,2.7447,2.6538,1445100,1.146024963
9/22/2000,3.0483,3.484,3.0454,2.7,1613600,1.143742747
9/25/2000,3.0079,3.1707,2.9848,2.8935,1948200,1.221330735
9/26/2000,3.0014,3.0752,2.8641,2.9627,1405600,1.189393546
9/27/2000,3.3231,3.6905,3.3231,3.1251,2817200,1.121851994
9/28/2000,3.3499,3.505,3.2672,3.2207,1390900,1.159420349
9/29/2000,3.1301,3.2398,3.0774,3.1301,1557800,1.125437866
10/2/2000,2.9433,3.0585,2.7617,3.056,1419100,1.128564923
10/3/2000,2.7203,2.7413,2.5383,2.8912,1251100,1.080839099
10/4/2000,2.901,2.9944,2.8616,2.8575,1748200,1.145056057
10/5/2000,2.7051,2.7051,2.566,2.7907,2187700,1.116316015
10/6/2000,2.4465,2.4632,2.2543,2.6163,4279900,1.112166987
10/9/2000,2.804,2.9852,2.6068,2.6737,2771900,1.060883735
10/10/2000,2.3833,2.5035,2.2766,2.4707,1733100,1.114805489
10/11/2000,2.6769,3.0324,2.5692,2.4921,2232400,1.100836898
10/12/2000,2.2505,2.3812,2.0941,2.3942,1673400,1.082428735
10/13/2000,2.5715,2.7322,2.5442,2.4898,2412400,1.115025873
10/16/2000,2.3764,2.3764,2.267,2.4325,1413400,1.038449687
10/17/2000,2.0996,2.1079,1.9316,2.2555,1930200,1.131763479
10/18/2000,2.3349,2.5994,2.2237,2.2195,1737300,1.093087746
10/19/2000,2.5088,2.618,2.4711,2.4347,1228700,1.08760286
10/20/2000,2.9803,3.4144,2.9592,2.6618,1614000,1.136083978
10/23/2000,2.5228,2.5387,2.3679,2.6018,758800,1.084858179
10/24/2000,2.449,2.4898,2.3723,2.5185,808200,1.10503869
10/25/2000,2.1576,2.1893,2.0104,2.2987,1606300,1.073112811
10/26/2000,2.4833,2.668,2.3088,2.3965,1107400,1.115612494
10/27/2000,2.2855,2.342,2.1489,2.3415,879000,1.112102876
10/30/2000,2.0571,2.1036,1.9421,2.1767,800500,1.10492233
10/31/2000,2.4939,2.6599,2.4176,2.3755,1246900,1.059752895
11/1/2000,2.4339,2.529,2.3484,2.3751,1268900,1.116260575
11/2/2000,2.6589,2.8321,2.615,2.5567,803700,1.111569414
11/3/2000,2.9404,3.23,2.9181,2.7238,1119300,1.086932567
11/6/2000,3.0873,3.3861,3.0686,2.934,2646000,1.072530422
11/7/2000,2.5928,2.5928,2.3696,2.7356,1076000,1.144307684
11/8/2000,2.5467,2.5467,2.406,2.6546,779500,1.093315072
11/9/2000,2.2659,2.3788,2.0534,2.3774,2352200,1.092100714
11/10/2000,2.0559,2.1579,1.8302,2.2482,3355200,1.108882254
11/13/2000,2.3862,2.797,2.306,2.2578,2208500,1.073689711
11/14/2000,2.9631,3.3102,2.9396,2.6714,1961400,1.120793639
11/15/2000,2.6481,2.7322,2.5393,2.6358,1766100,1.087024502
11/16/2000,2.3833,2.4455,2.2766,2.4707,981400,1.094636037
11/17/2000,2.3578,2.4776,2.2173,2.4229,744900,1.099240193
11/20/2000,2.1436,2.1447,2.0305,2.2363,1244800,1.087468703
11/21/2000,2.0634,2.0803,1.8394,2.1935,1593800,1.142468535
11/22/2000,2.0554,2.1208,1.9433,2.0788,1707300,1.096287073
11/24/2000,2.298,2.4915,2.298,2.1981,687800,1.131517879
11/27/2000,1.9148,1.9263,1.655,2.124,1516100,1.103331072
11/28/2000,1.7918,1.8105,1.5942,1.9657,1593100,1.106261704
11/29/2000,1.7053,1.7072,1.4501,1.8445,2651700,1.08647083
11/30/2000,1.4209,1.4209,1.1714,1.5482,4090100,1.09696393
12/1/2000,1.7605,1.9959,1.7503,1.7011,3267000,1.125750057
12/4/2000,1.7433,1.8006,1.6254,1.7275,1976100,1.120805153
12/5/2000,1.8304,1.8966,1.6602,1.8399,4155100,1.145677302
12/6/2000,1.3784,1.4167,1.1976,1.5769,3962200,1.084724791
12/7/2000,1.5975,1.7376,1.5113,1.5482,3271600,1.099675315
12/8/2000,2.1172,2.3687,1.9196,1.9018,3555800,1.103990666
12/11/2000,1.9659,2.0729,1.9148,1.9018,3156800,1.135522017
12/12/2000,1.8449,1.8784,1.7783,1.8495,1706300,1.102650463
12/13/2000,1.5801,1.6066,1.4345,1.7061,2812800,1.114120071
12/14/2000,1.4902,1.5029,1.362,1.5888,2370900,1.084086073
12/15/2000,1.3761,1.4624,1.3164,1.4313,4560100,1.134570102
12/18/2000,1.4658,1.5034,1.4331,1.4783,2745300,1.122743577
12/19/2000,1.2448,1.3558,1.11,1.3667,3942500,1.140027389
12/20/2000,1.1447,1.3114,1.0162,1.2187,4605800,1.131009713
12/21/2000,0.9451,1.0747,0.8267,1.0658,3521900,1.122003406
12/22/2000,1.5596,1.9799,1.5596,1.3403,3954500,1.154328978
12/26/2000,1.2179,1.2309,1.0765,1.2856,1432600,1.167394562
12/27/2000,1.4801,1.6582,1.4191,1.3716,1414400,1.197015872
12/28/2000,1.4433,1.5506,1.4199,1.3785,1746800,1.159769349
12/29/2000,1.1403,1.178,1.0136,1.2527,2063200,1.128021495
1/2/2001,1.0384,1.0523,0.938,1.1445,1211700,1.159834735
1/3/2001,2.0184,2.745,1.9662,1.4959,3793200,1.1411883
1/4/2001,1.8931,2.1979,1.8409,1.6679,3397700,1.199782008
1/5/2001,1.2159,1.2213,1.0191,1.4179,1803200,1.195982126
1/8/2001,1.7501,2.0505,1.7501,1.5532,2390700,1.197214068
1/9/2001,1.5938,1.6348,1.5164,1.5842,1262100,1.219244183
1/10/2001,1.9093,2.1614,1.8642,1.6939,1637200,1.202961226
1/11/2001,2.0365,2.3487,2.0012,1.8349,1865200,1.142355598
1/12/2001,1.7301,1.8343,1.6482,1.7967,2787500,1.192049374
1/16/2001,1.5176,1.5176,1.367,1.6557,1729100,1.174177569
1/17/2001,1.6513,1.6998,1.5826,1.7157,2469100,1.189169673
1/18/2001,2.4362,2.972,2.3819,2.0444,3950700,1.19912299
1/19/2001,1.8838,1.9523,1.7553,1.9902,4244600,1.227334543
1/22/2001,1.8925,1.9674,1.8198,1.9114,1573800,1.200005175
1/23/2001,2.3401,2.6539,2.3283,2.1018,1806800,1.178962309
1/24/2001,2.0857,2.107,1.9574,2.093,1882200,1.203244216
1/25/2001,1.7535,1.7575,1.596,1.8827,1833400,1.214391458
1/26/2001,2.1224,2.3465,2.1069,1.9424,1080200,1.178693264
1/29/2001,2.0237,2.1009,1.9518,1.9519,1475700,1.195850709
1/30/2001,2.007,2.0612,1.9684,1.9951,1015500,1.216312229
1/31/2001,1.9503,2.0249,1.885,1.9737,1493100,1.16573405
2/1/2001,1.9936,2.0176,1.9068,1.9837,1549400,1.18218004
2/2/2001,1.6175,1.6546,1.4481,1.7921,1335500,1.178066363
2/5/2001,1.7895,1.8017,1.6843,1.7895,1531600,1.177020575
2/6/2001,1.8429,1.9255,1.8385,1.799,1043500,1.189480415
2/7/2001,1.647,1.6604,1.4931,1.7157,3001600,1.19225084
2/8/2001,1.6872,1.7829,1.6614,1.7061,1601200,1.179106156
2/9/2001,1.6962,1.7081,1.6364,1.6939,1081700,1.201465477
2/12/2001,1.6232,1.6417,1.5191,1.6488,1476400,1.176746957
2/13/2001,1.7182,1.8183,1.6986,1.6989,1948900,1.169610158
2/14/2001,1.9814,2.2126,1.8965,1.8231,2878700,1.191122805
2/15/2001,2.2447,2.3742,2.2294,2.1576,4618800,1.213223497
2/16/2001,2.5268,2.8778,2.524,2.2746,4504900,1.200367963
2/20/2001,1.8908,1.9315,1.7441,2.0475,2922100,1.203112447
2/21/2001,2.3251,2.6268,2.2999,2.1408,2693800,1.193951111
2/22/2001,2.3396,2.5206,2.2686,2.2318,3397100,1.209515761
2/23/2001,1.9442,1.9757,1.758,2.0773,4311100,1.194813905
2/26/2001,2.0457,2.1039,1.9705,2.0311,3132600,1.168129069
2/27/2001,1.8402,1.9137,1.7628,1.9091,2224300,1.187714464
2/28/2001,1.5405,1.6319,1.3599,1.7084,3266900,1.183808168
3/1/2001,2.0142,2.2365,1.8257,1.8434,3813700,1.156766915
3/2/2001,1.6224,1.7381,1.559,1.666,5889600,1.194288587
3/5/2001,1.7672,1.9043,1.7566,1.682,3092900,1.193219261
3/6/2001,1.9243,2.0724,1.8918,1.8445,3476700,1.210088448
3/7/2001,2.1068,2.2324,2.0696,1.9928,3909500,1.188689548
3/8/2001,2.1919,2.3569,2.1919,2.0597,3455600,1.170926572
3/9/2001,1.8762,1.8854,1.6675,1.9137,5069900,1.194054143
3/12/2001,1.8395,1.9251,1.754,1.8445,3175600,1.157634299
3/13/2001,2.2805,2.5544,2.2689,2.0643,4509800,1.163137699
3/14/2001,2.414,2.6804,2.414,2.1813,5629700,1.186717493
3/15/2001,2.2634,2.3819,2.1819,2.2891,7816600,1.149345278
3/16/2001,2.3062,2.3966,2.2378,2.2795,5105000,1.181434167
3/19/2001,2.5631,2.7442,2.4235,2.4107,3932900,1.187494803
3/20/2001,2.0066,2.1335,1.8195,2.1863,8294000,1.165124307
3/21/2001,2.518,2.7737,2.5044,2.3487,7822300,1.164910535
3/22/2001,2.8201,3.0876,2.7974,2.5854,7074000,1.17899444
3/23/2001,2.4914,2.5366,2.3015,2.5613,6290300,1.198375614
3/26/2001,2.8463,3.0163,2.8463,2.7,6429000,1.197675546
3/27/2001,2.5571,2.6472,2.405,2.6018,7092300,1.177048342
3/28/2001,2.6792,2.8286,2.6716,2.6037,5972000,1.15287467
3/29/2001,2.7057,2.8652,2.65,2.6427,6804000,1.173725731
3/30/2001,2.3476,2.3924,2.2063,2.4818,5929900,1.149550943
4/2/2001,2.2834,2.3384,2.1646,2.3774,5271500,1.139062996
4/3/2001,2.5765,2.7737,2.5739,2.4562,8298400,1.165564828
4/4/2001,2.0541,2.0584,1.7882,2.2031,14010300,1.175058269
4/5/2001,2.4648,2.5651,2.397,2.4061,7186500,1.147239642
4/6/2001,2.4181,2.5687,2.3765,2.3965,6448600,1.181490391
4/9/2001,2.1279,2.1795,1.9531,2.2799,4571500,1.193292061
4/10/2001,2.6667,2.9344,2.6423,2.4951,4943400,1.141579543
4/11/2001,2.6427,2.7384,2.5668,2.6458,5945300,1.17456193
4/12/2001,2.7772,2.9947,2.7241,2.6855,6001100,1.190521206
4/16/2001,2.6027,2.6574,2.5378,2.6202,3183800,1.159931777
4/17/2001,2.9265,3.1397,2.9252,2.7486,4635200,1.150608318
4/18/2001,3.0453,3.4302,3.0453,2.9535,9591100,1.154785104
4/19/2001,3.4633,3.7989,3.4477,3.2073,6801100,1.181211105
4/20/2001,3.4875,3.7863,3.3954,3.3243,7391000,1.202643878
4/23/2001,3.0489,3.0518,2.921,3.1488,5162500,1.173951844
4/24/2001,2.7265,2.9306,2.4978,2.926,7618000,1.153168239
4/25/2001,3.1929,3.4447,3.1809,3.0605,5932200,1.156961976
4/26/2001,2.5419,2.5419,2.2684,2.8193,6191700,1.17806816
4/27/2001,3.1146,3.2256,3.0541,3.02,3815300,1.143427348
4/30/2001,3.2688,3.5427,3.1995,3.1844,6597000,1.155485407
5/1/2001,3.7933,4.1427,3.7321,3.4818,7780700,1.183461118
5/2/2001,3.2396,3.2396,3.0437,3.4019,6449100,1.156954256
5/3/2001,3.4773,3.5861,3.4555,3.387,4002100,1.166248922
5/4/2001,3.5862,3.8043,3.5695,3.4336,3973000,1.154691692
5/7/2001,3.7629,3.974,3.7188,3.5877,4065000,1.11946289
5/8/2001,3.0423,3.0436,2.7554,3.3281,6750600,1.133803032
5/9/2001,3.1229,3.1907,3.0528,3.1722,5496000,1.139311262
5/10/2001,2.8792,2.9132,2.6708,3.0655,4162100,1.165964171
5/11/2001,2.9181,2.9367,2.7922,2.9871,3838400,1.167990653
5/14/2001,3.0297,3.0826,2.9207,3.0128,2926800,1.158293045
